model,category,figure_index,image_name,true_label,pred_label,prob_positive,plot_file
LightGBM_BAG_L1,best,1,22_Benign_center1.png,0,0,0.04299407824873924,LightGBM_BAG_L1_waterfall_best_1
LightGBM_BAG_L1,best,2,89_Benign_center1.png,0,0,0.044979121536016464,LightGBM_BAG_L1_waterfall_best_2
LightGBM_BAG_L1,best,3,19_Benign_center1.png,0,0,0.045642100274562836,LightGBM_BAG_L1_waterfall_best_3
LightGBM_BAG_L1,best,4,41_Benign_center1.png,0,0,0.04683561623096466,LightGBM_BAG_L1_waterfall_best_4
LightGBM_BAG_L1,best,5,60_Benign_center1.png,0,0,0.04716986417770386,LightGBM_BAG_L1_waterfall_best_5
LightGBM_BAG_L1,best,6,41_Malignant_center1.png,1,1,0.9379491209983826,LightGBM_BAG_L1_waterfall_best_6
LightGBM_BAG_L1,best,7,64_Malignant_center1.png,1,1,0.9374407529830933,LightGBM_BAG_L1_waterfall_best_7
LightGBM_BAG_L1,best,8,77_Malignant_center1.png,1,1,0.9339803457260132,LightGBM_BAG_L1_waterfall_best_8
LightGBM_BAG_L1,best,9,4_Malignant_center1.png,1,1,0.9333717823028564,LightGBM_BAG_L1_waterfall_best_9
LightGBM_BAG_L1,best,10,75_Malignant_center1.png,1,1,0.9325897693634033,LightGBM_BAG_L1_waterfall_best_10
LightGBM_BAG_L1,medium,1,52_Benign_center1.png,0,0,0.09146378189325333,LightGBM_BAG_L1_waterfall_medium_1
LightGBM_BAG_L1,medium,2,59_Benign_center1.png,0,0,0.09435281902551651,LightGBM_BAG_L1_waterfall_medium_2
LightGBM_BAG_L1,medium,3,17_Benign_center2.png,0,0,0.09457247704267502,LightGBM_BAG_L1_waterfall_medium_3
LightGBM_BAG_L1,medium,4,20_Benign_center1.png,0,0,0.09499603509902954,LightGBM_BAG_L1_waterfall_medium_4
LightGBM_BAG_L1,medium,5,30_Benign_center1.png,0,0,0.09615003317594528,LightGBM_BAG_L1_waterfall_medium_5
LightGBM_BAG_L1,medium,6,42_Malignant_center1.png,1,1,0.877589225769043,LightGBM_BAG_L1_waterfall_medium_6
LightGBM_BAG_L1,medium,7,34_Malignant_center1.png,1,1,0.8767672777175903,LightGBM_BAG_L1_waterfall_medium_7
LightGBM_BAG_L1,medium,8,31_Malignant_center1.png,1,1,0.8739805221557617,LightGBM_BAG_L1_waterfall_medium_8
LightGBM_BAG_L1,medium,9,57_Malignant_center1.png,1,1,0.8715893030166626,LightGBM_BAG_L1_waterfall_medium_9
LightGBM_BAG_L1,medium,10,56_Malignant_center1.png,1,1,0.871519923210144,LightGBM_BAG_L1_waterfall_medium_10
LightGBM_BAG_L1,worst,1,28_Benign_center2.png,0,0,0.28185880184173584,LightGBM_BAG_L1_waterfall_worst_1
LightGBM_BAG_L1,worst,2,26_Benign_center1.png,0,0,0.2938966751098633,LightGBM_BAG_L1_waterfall_worst_2
LightGBM_BAG_L1,worst,3,11_Malignant_center1.png,1,1,0.6993158459663391,LightGBM_BAG_L1_waterfall_worst_3
LightGBM_BAG_L1,worst,4,13_Benign_center2.png,0,0,0.31856128573417664,LightGBM_BAG_L1_waterfall_worst_4
LightGBM_BAG_L1,worst,5,32_Malignant_center1.png,1,1,0.6710991859436035,LightGBM_BAG_L1_waterfall_worst_5
LightGBM_BAG_L1,worst,6,1_Benign_center2.png,0,0,0.3297145962715149,LightGBM_BAG_L1_waterfall_worst_6
LightGBM_BAG_L1,worst,7,59_Malignant_center1.png,1,1,0.6659640669822693,LightGBM_BAG_L1_waterfall_worst_7
LightGBM_BAG_L1,worst,8,27_Benign_center2.png,0,0,0.33660656213760376,LightGBM_BAG_L1_waterfall_worst_8
LightGBM_BAG_L1,worst,9,8_Malignant_center1.png,1,1,0.6407651901245117,LightGBM_BAG_L1_waterfall_worst_9
LightGBM_BAG_L1,worst,10,6_Malignant_center1.png,1,1,0.6360729932785034,LightGBM_BAG_L1_waterfall_worst_10
LightGBM_BAG_L1,correct,1,22_Benign_center1.png,0,0,0.04299407824873924,LightGBM_BAG_L1_waterfall_correct_1
LightGBM_BAG_L1,correct,2,89_Benign_center1.png,0,0,0.044979121536016464,LightGBM_BAG_L1_waterfall_correct_2
LightGBM_BAG_L1,correct,3,19_Benign_center1.png,0,0,0.045642100274562836,LightGBM_BAG_L1_waterfall_correct_3
LightGBM_BAG_L1,correct,4,41_Benign_center1.png,0,0,0.04683561623096466,LightGBM_BAG_L1_waterfall_correct_4
LightGBM_BAG_L1,correct,5,60_Benign_center1.png,0,0,0.04716986417770386,LightGBM_BAG_L1_waterfall_correct_5
LightGBM_BAG_L1,correct,6,41_Malignant_center1.png,1,1,0.9379491209983826,LightGBM_BAG_L1_waterfall_correct_6
LightGBM_BAG_L1,correct,7,64_Malignant_center1.png,1,1,0.9374407529830933,LightGBM_BAG_L1_waterfall_correct_7
LightGBM_BAG_L1,correct,8,77_Malignant_center1.png,1,1,0.9339803457260132,LightGBM_BAG_L1_waterfall_correct_8
LightGBM_BAG_L1,correct,9,4_Malignant_center1.png,1,1,0.9333717823028564,LightGBM_BAG_L1_waterfall_correct_9
LightGBM_BAG_L1,correct,10,75_Malignant_center1.png,1,1,0.9325897693634033,LightGBM_BAG_L1_waterfall_correct_10
